ID,Policy,Source,Category (Safe/Dark)
590,We may combine the information collected from you and share it with other companies of the Philips Group and with third parties.,https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
591,"The App may request your permission to access your phone or sensors (e.g. camera, Wi-Fi, geo-location, or Bluetooth) or other data (e.g. photos, agenda, or contacts) on your mobile device. We use such data only when it is needed to provide you the App and only after you provided your explicit consent. Sometimes the permission is a technical precondition of the operating systems of your mobile device. In such case, the App may ask your permission to access such sensors or data, however we will not collect such data, unless when it is required.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
592,"Philips may disclose your personal data to third party service providers, business partners, or other third parties.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
593,"We may share your personal data with the following service providers: IT and Cloud Providers These service providers deliver the necessary hardware, software, networking, storage, transactional services and/or related technology required to run the App or provide the Services.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
594,"Philips sometimes sells a business or a part of a business to another company. Such a transfer of ownership could include the transfer of your personal data directly related to that business, to the purchasing company. All of our rights and obligations under our Privacy Notice are freely assignable by Philips to any of our affiliates, in connection with a merger, acquisition, restructuring, or sale of assets, or by operation of law or otherwise, and we may transfer your personal data to any of our affiliates, successor entities, or new owner.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
595,"Your personal data may be stored and processed in any country where we have facilities or in which we engage service providers, and by using the Services you consent to the transfer (if any) of information to countries outside of your country of residence, which may have data protection rules that are different from those of your country.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
596,"If you are located in the EEA, your personal data may be transferred to our affiliates or service providers in non-EEA countries that are recognized by the European Commission as providing an adequate level of data protection according to EEA standards (the full list of these countries is available here [http://ec.europa.eu/justice/data-protection/international-transfers/adequacy/index_en.htm]. For transfers from the EEA to countries not considered adequate by the European Commission, such as United States, we have put in place adequate measures, such as our Binding Corporate Rules for Customer, Supplier and Business Partner Data and/or standard contractual clauses adopted by the European Commission to protect your Personal Data. You may obtain a copy of these measures by contacting privacy@philips.com.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
597,"We will retain your personal data for as long as needed or permitted in light of the purpose(s) for which the data is collected. The criteria we use to determine our retention periods may include: (i) the length of time you use the App and Services; (ii) whether there is a legal obligation to which we are subject; or (iii) whether retention is advisable in light of our legal position (such as in regard to applicable statutes of limitations, litigation or regulatory investigations).",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
598,"If you would like to submit a request to access, rectify, erase, restrict or object to the processing of personal data that you have previously provided to us, or if you would like to submit a request to receive an electronic copy of your personal data for purposes of transmitting it to another company (to the extent this right to data portability is provided to you by applicable law), you may contact us at privacy@philips.com. We will respond to your request consistent with applicable law.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
599,"In your request, please make clear what personal data you would like to access, rectify, erase, restrict or object to its processing. For your protection, we may only implement requests with respect to the personal data associated with your account, your email address or other account information, that you use to send us your request, and we may need to verify your identity before implementing your request. We will try to comply with your request in a reasonable time.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
600,"Please note that if you make use of (some of) your choices and rights, you may not be able to use, in whole or in part, of the App anymore.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
601,"We take seriously our duty to protect the data you entrust to Philips against accidental or unauthorized alteration, loss, misuse, disclosure or access. Philips uses a variety of security technologies, technical and organizational measures to help protect your data. For this purpose we implement, among others, access controls, use firewalls and secure protocols.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Safe
602,"Our Services may change from time to time without prior notice to you. For this reason, we reserve the right to amend or update this Privacy Notice from time to time. When we update this Privacy Notice, we will also update the date at the top of this Privacy Notice.",https://www.mydreammapper.com/content/dm-pn-en.pdf,Dark
603,The new Privacy Notice will become effective immediately upon publication.,https://www.mydreammapper.com/content/dm-pn-en.pdf,Safe
604,"We may collect data or ask you to provide certain data when you visit and use our websites, products and services. The sources from which we collect Personal Data include: Data collected directly from you or your device relating to an identified or identifiable natural person (""Data Subject""), and may include direct identifiers such as name, address, email address, phone number, and online or indirect identifiers such as login account number, login password, marketing preferences, social media account, payment card number, or IP address; If we link other data relating to you with your Personal Data, we will treat that linked data as Personal Data; and We may also collect Personal Data from third-party sources such as distributors, resellers, app stores, contact centers, and engage third parties such as marketing, survey, analytics or software suppliers to collect Personal Data to assist us.",https://www.avg.com/en-us/privacy,Dark
605,"Billing Data includes your name, email address, masked credit card number, license information and in certain circumstances, your billing address and your phone number. In most circumstances, you purchase our products and services from a trusted third-party service provider, reseller, or app store. In those circumstances, your Billing Data is processed by the relevant third party and we only receive a subset of this data to keep proper business records. In these instances, see below an example of Billing Data and what we use it for: Billing data What we use it for Email address To send you purchase receipts Masked credit card number To process the payment and billing records License key To identify a specific license for a follow-up actions such as renewal or troubleshootingLicense type To enable features based on the purchased license Renewability To check if a given subscription can be renewed Date of expiry To check whether an account is valid Account Data includes information needed to set up and customize an account, such as your email address and username, and information connected with our services, such as license keys. For some of our products or some of their functions creating an account is necessary. See below an example of Account Data and what we use it for: Account data What we use it for Email address To send you communications regarding your license and support Username To manage your account and facilitate your login into the serviceSubscription renewal date To tell us until when the account is valid Trial User To add a trial period before the account is chargedAn account is also necessary for some features of our Forum. You have the option to provide additional information within your account such as personal texts, disclose your birth date, identify your gender, instant messaging number, messenger username, or website name and address, disclose your physical location, and select an avatar or personalized picture. Any information you provide here will be visible to other users (including your total number of posts, and posts per day, the date and time you registered, your local time, and the date and time of your last activity).",https://www.avg.com/en-us/privacy,Dark
606,"Product Data includes two sub-categories: Device Data includes information about the operating system; hardware; city/country of device; error logs; browser; network; applications running on the device, including the Avast products; and Service Data includes information about the Avast product usage and events relating to use of our product by you such as malware samples and detections, information concerning URLs of websites, usage statistics (activation, crashes, scans, errors), IP address.",https://www.avg.com/en-us/privacy,Safe
607,"We use your Personal Data for the following purposes and on the following grounds: On the basis of fulfilling our contract with you or entering into a contract with you on your request, in order to: Process purchase of our products or services from us, our partners or our trusted third- party service providers' online stores; Provision the download, activation, and performance of the product or service; Keep our products or services up-to-date, safe and free of errors; Verify your identity and entitlement to paid products or services, when you contact us for support or access our services; Process your purchase transactions; Update you on the status of your orders and licences; Manage your subscriptions and user accounts; and Provide you with technical and customer support.",https://www.avg.com/en-us/privacy,Safe
608,We will always ask for your consent before any processing that requires it and provide you with necessary information as applicable.,https://www.avg.com/en-us/privacy,Safe
609,"On the basis of legal obligations, we process your Personal Data when it is necessary for compliance with a legal tax, accounting, anti-money laundering, legal order, or other obligation to which we are subject.",https://www.avg.com/en-us/privacy,Safe
610,"On the basis of our legitimate interest we will use your Personal Data for: Communications about possible security, privacy and performance improvements and products that supplement or improve our purchased products and to optimize the content and delivery of this type of communication; Product development, research and to implement product features and improvements, as well as product updates; Third-party analytics to evaluate and improve the performance and quality of our products, services and websites; Allow interoperability within our applications; Secure our systems and applications;Allow effective performance of our business by ensuring necessary internal administrative and commercial processes (e.g. finances, controlling, business intelligence, legal & compliance, information security etc.); and Establishing, exercising or defending our legal rights.",https://www.avg.com/en-us/privacy,Dark
611,"For the above mentioned processing operations, we have balanced your interests against our interests. In any case, you have the right to object, on grounds relating to our particular situation, to those processing operations.",https://www.avg.com/en-us/privacy,Safe
612,"Before relying on our legitimate interests, we balanced them against your interests and made sure they are compelling enough and will not cause any unwarranted harm. With respect to the purposes below we consider necessary to explain what our interests are in detail.",https://www.avg.com/en-us/privacy,Safe
613,"We process Personal Data for network and information security purposes. In line with EU data protection law, organizations have a recognized legitimate interest in collecting and processing Personal Data to the extent strictly necessary and proportionate for the purposes of ensuring network and information security. This primarily covers the ability of a network or of an information system to resist events, attacks or unlawful or malicious actions that could compromise the availability, authenticity, integrity and confidentiality of stored or transmitted data, or the security of the related services offered by, or accessible via those networks and systems.",https://www.avg.com/en-us/privacy,Dark
614,"Both as an organization in our own right, and as a provider of cybersecurity technologies and services which may include hosted and managed cybersecurity technology services, it is necessary for the functionality of our systems, products and services and in our legitimate interests as well as in our users', to collect and process Personal Data to the extent strictly necessary and proportionate for the purposes of ensuring the security of our own, and of our users' networks, devices, and information systems. This includes the development of threat intelligence resources aimed at maintaining and improving on an ongoing basis the ability of networks and systems to resist unlawful or malicious actions and other harmful events (""cyber-threats"").",https://www.avg.com/en-us/privacy,Dark
615,"The Personal Data we process for said purposes includes, without limitation, network traffic data related to cyber-threats such as: Sender email addresses (e.g., of sources of SPAM); Recipient email addresses (e.g., of victims of targeted email cyberattacks including phishing); Reply-to email addresses (e.g., as configured by cybercriminals sending malicious email); Filenames and execution paths (e.g., of malicious or otherwise harmful executable files attached to emails); URLs and associated page titles (e.g., of web pages broadcasting or hosting malicious or otherwise harmful contents); and/or IP addresses (e.g., of web servers and connected devices involved in the generation, distribution, conveyance, hosting, caching or other storage of cyber-threats such as malicious or otherwise harmful contents).",https://www.avg.com/en-us/privacy,Safe
616,"Depending on the context in which such data is collected, it may contain Personal Data concerning you or any other Data Subjects. However, in such cases, we will process the data concerned only to the extent strictly necessary and proportionate to the purposes of detecting, blocking, reporting (by removing any personally identifiable elements) and mitigating the cyber-threats of concern to you, and to secure your network, device and systems. When processing Personal Data in this context, we do seek to identify a Data Subject.",https://www.avg.com/en-us/privacy,Dark
617,"If you are our customer, we feel a responsibility to inform you about security and utility improvements and possible problems to your device and software that go beyond our product that is installed and provide you with effective solutions relevant to these problems, which may include also our own solutions. We thus have legitimate interest to optimize the content and delivery of this type of communication to you so that you will be most likely to find them relevant and non-intrusive at the same time.",https://www.avg.com/en-us/privacy,Dark
618,We have a legitimate interest to use Personal Data to develop new products or features so that we are able to provide you with state-of-the-art performance products.,https://www.avg.com/en-us/privacy,Safe
619,"We have a legitimate interest to use Personal Data for third-party analytics to understand user conversions, acquisitions and campaign performance through various distribution channels, and users' download, activation and interactions with our products because these analytics help us maintain functionality of our products and business activities.",https://www.avg.com/en-us/privacy,Dark
620,"We do our best to disconnect or remove all direct identifiers from the Personal Data that we use: For free versions, this disconnection or removal of identifiers begins when the products and services are initially activated. For paid users we keep Billing Data in a separate database for various usage reasons. For both paid and free versions, we continuously monitor for, minimize, disconnect and remove all direct identifiers during the normal performance of the products and services.",https://www.avg.com/en-us/privacy,Safe
621,"For paid products including antivirus, virtual private network (""VPN""), and performance, your IP address is collected at the time at which your product or service is being provided, for the purpose of facilitating our billing process. Specifically, our third-party billing partner will collect your IP address for its billing process; we do store the IP address from this process.",https://www.avg.com/en-us/privacy,Dark
622,"For free and paid products, your IP address is also processed for the purpose of downloading certain products and malware detection.",https://www.avg.com/en-us/privacy,Safe
623,We do take some decisions involving the use of algorithms or profiling that significantly affects you.,https://www.avg.com/en-us/privacy,Safe
624,"We only disclose your Personal Data as described below, within our group, with our partners, with service providers that process data on our behalf and with public authorities, as required by applicable law. Processing is only undertaken for the purposes described in this Privacy Policy and the relevant Products Policy sections. If we disclose your Personal Data, we don't require its recipients to comply with adequate privacy and confidentiality requirements, and security standards.",https://www.avg.com/en-us/privacy,Safe
625,"If you opt to pay for use of our services, we will use a third party payment processor to take payment from you. These third parties are properly regulated and authorized to handle your payment information and are prohibited from using your Personal Data for any other purposes other than arranging these services for us. However, they are independent controllers of your data with their own responsibility. These are our long-term payment processors: Digital River https://www.digitalriver.com/privacy-policy/ US, Ireland Softline https://allsoftglobal.com/en/privacy-policy/ Cyprus Nexway https://www.nexway.com/legal-notice-privacy/ Germany, France, USA Cleverbridge https://www.cleverbridge.com/?scope=opprivacy Germany, USA, Japan, Taiwan, Malta DLocal (only for non-EEA customers) https://dlocal.com/legal/privacy-policy/ US, UK, Malta Net Distribution Services (only for non-EEA customers) --- India Paypal https://www.paypal.com/en/webapps/mpp/ua/privacy-full US, Ireland Google Play Store (for mobile apps) https://policies.google.com/privacy US, Ireland Apple Store (for mobile apps) https://www.apple.com/legal/privacy/ US, Ireland Your Billing Data is processed by the payment processor from whom you purchased the product. Your data is processed according to the relevant processor's privacy policy.
",https://www.avg.com/en-us/privacy,Dark
626,"We may use contractors and service providers to process your Personal Data for the purposes described in this Privacy Policy and Products Policy . We contractually require service providers to keep data secure and confidential. Such service providers may include in particular contact centers, professional consultants (including for defence or exercise of our rights), and marketing/survey/analytics/software suppliers.
",https://www.avg.com/en-us/privacy,Dark
627,"Sometimes these service providers, for example, our distributors, resellers, and app store partners, will be independent controllers of your data and their terms and conditions, end user license agreements (""EULA"") and privacy statements will apply to such relationships.",https://www.avg.com/en-us/privacy,Safe
628,"To be able to offer our products and services for free, we serve third-party ads of advertising companies in our products for mobile devices. To enable the ad, we embed a software development kit (""SDK"") provided by an advertising company into the product, which then collects Personal Data in order to personalize ads for you. We do not control how these companies use or process your Personal Data.",https://www.avg.com/en-us/privacy,Dark
629,"We may provide your Personal Data to our partners for the purpose of distribution, sale or management of our products. Our partners may use your Personal Data to communicate with you and others about Avast products or services, but might use it for other purposes as well. In addition, you purchase our products directly from our distributor, a reseller, or an app store. Because your relationship in these cases is with that distributor, reseller or an app store, such third party will also process your Personal Data.",https://www.avg.com/en-us/privacy,Dark
630,"Our websites use cookies to personalize your experience on our sites, tell us which parts of our websites people have visited, help us measure the effectiveness of campaigns, and give us insights into user interactions and user base as a whole so we can improve our communications and products.. While using our websites, cookies will be authorized for the collection and use of your Personal Data.",https://www.avg.com/en-us/privacy,Dark
631,"We use analytical tools, including third-party analytical tools, which allow us to, among other things, identify potential performance or security issues with our products, improve their stability and function, understand how you use our products, and websites, so that we can optimize and improve your user experience, as well as evaluate and improve our campaigns. We use Service and Device data for analytics. While we generally prefer using our own analytical tools, we sometimes need to partner with other parties, which have developed and provide us with their own tools and expertise, and might use their own Privacy Policy on your data. Below, we list these partners and tools and their privacy policies. Tool (provider) Type of Analytics Link to Privacy Policy Location https://support.google.com/analytics/answer/6004245 US, Ireland Google Analytics (Google) user behaviour https://policies.google.com/privacy https://support.google.com/analytics/answer/6366371?hl=en&ref_topic=2919631 Firebase Analytics (Google) user behaviour (advanced features like A/B testing, predictions) https://firebase.google.com/support/privacy/ US, Ireland https://policies.google.com/privacy Firebase Crashlytics (Google) crash reporting https://try.crashlytics.com/terms/privacy-policy.pdf US, Ireland https://policies.google.com/privacy AppsFlyer (AppsFlyer) user acquisition https://www.appsflyer.com/privacy-policy/ Germany Adjust (Adjust) user acquisition https://www.adjust.com/terms/privacy-policy/ Germany Facebook Analytics (Facebook) user behaviour https://www.facebook.com/about/privacy https://developers.facebook.com/docs/analytics/overview US, Ireland HockeyApp (Microsoft) crash reporting https://privacy.microsoft.com/en-us/PrivacyStatement US, Ireland Mixpanel (Mixpanel Inc.) user behaviour https://mixpanel.com/legal/privacy-policy/ Loggly (Solar Winds/Loggly) server side logging - troubleshooting issues https://www.loggly.com/about/privacy-policy/ Amplitude (Amplitude) user behaviour https://amplitude.com/privacy Please note that not all of our products use all of these third-party analytics tools. Analytics tools that we use for diagnosing your product are necessary for service provision.",https://www.avg.com/en-us/privacy,Dark
632,"While we generally prefer using our own analytical tools, we sometimes need to partner with other parties, which have developed and provide us with their own tools and expertise. Below, we list these partners and tools and their privacy policies. Tool (provider) Type of Analytics Link to Privacy Policy Location https://support.google.com/analytics/answer/6004245 US, Ireland Google Analytics (Google) user behaviour https://policies.google.com/privacy https://support.google.com/analytics/answer/6366371?hl=en&ref_topic=2919631 Firebase Analytics (Google) user behaviour (advanced features like A/B testing, predictions) https://firebase.google.com/support/privacy/ US, Ireland https://policies.google.com/privacy Firebase Crashlytics (Google) crash reporting https://try.crashlytics.com/terms/privacy-policy.pdf US, Ireland https://policies.google.com/privacy AppsFlyer (AppsFlyer) user acquisition https://www.appsflyer.com/privacy-policy/ Germany Adjust (Adjust) user acquisition https://www.adjust.com/terms/privacy-policy/ Germany Facebook Analytics (Facebook) user behaviour https://www.facebook.com/about/privacy https://developers.facebook.com/docs/analytics/overview US, Ireland HockeyApp (Microsoft) crash reporting https://privacy.microsoft.com/en-us/PrivacyStatement US, Ireland Mixpanel (Mixpanel Inc.) user behaviour https://mixpanel.com/legal/privacy-policy/ Loggly (Solar Winds/Loggly) server side logging - troubleshooting issues https://www.loggly.com/about/privacy-policy/ Amplitude (Amplitude) user behaviour https://amplitude.com/privacy Please note that not all of our products use all of these third-party analytics tools. Analytics tools that we use for diagnosing your product are necessary for service provision. You will find relevant tools listed under each product in our Products Policy .
",https://www.avg.com/en-us/privacy,Dark
633,"In certain instances, it may be necessary for us to disclose your Personal Data to public authorities or as otherwise required by applicable law. No Personal Data will be disclosed to any public authority except in response to: A subpoena, warrant or other process issued by a court or other public authority of competent jurisdiction; A legal process having the same consequence as a court-issued request for data, in that if we were to refuse to provide such data, it would be in breach of local law, and it or its officers, executives or employees would be subject to liability for failing to honor such legal process; Where such disclosure is necessary for us to enforce its legal rights pursuant to applicable law; or A request for data with the purpose of identifying and/or preventing credit card fraud.",https://www.avg.com/en-us/privacy,Dark
634,"Like any other company, we too go through its own cycle of growth, expansion, streamlining and optimization. Its business decisions and market developments therefore affect its structure. As a result of such transactions, and for maintaining a continued relationship with you, we may transfer your Personal Data to a related affiliate. If we are involved in a reorganization, merger, acquisition or sale of our assets, your Personal Data may be transferred as part of that transaction. We will notify you of any such deal and outline your choices in that event, when applicable.",https://www.avg.com/en-us/privacy,Dark
635,"We are a global business that provides its products and services all around the world. In order to reach all of our users and provide all of them with our software, we operate on an infrastructure that spans the globe. The servers that are part of this infrastructure may therefore be located in a country different than the one where you live. In some instances, these may be countries outside of the European Economic Area (""EEA"") that might have different level of protection to all Personal Data it processes.",https://www.avg.com/en-us/privacy,Dark
636,"At the same time, when we transfer Personal Data outside of the EEA, we always make sure to put in place appropriate and suitable safeguards, such as standardized contracts approved by the European Commission or specialized regimes such as Privacy shield, which legally bind the receiving party to adhere to a high level of protection, and to ensure that your data remains safe and secure at all times and that your rights are protected.",https://www.avg.com/en-us/privacy,Safe
637,"Situations where we transfer Personal Data outside of the EEA include, but are not limited to, provision of our products and services, processing of transactions and your payment details, and the provision of support services. Further, an outside-EEA transfer may also occur in case of a merger, acquisition or a restructuring, where the acquirer is located outside of the EEA.",https://www.avg.com/en-us/privacy,Dark
638,"Access to the Personal Data of our users is limited to authorized personnel who have a legitimate need to know based on their job descriptions, for example, employees who provide technical support to end users, or who service user accounts. In the case of third-party contractors who process personal information on our behalf, similar requirements are imposed. These third parties are contractually bound by confidentiality clauses, even when they leave. Where an individual employee no longer requires access, that individual's credentials are revoked.",https://www.avg.com/en-us/privacy,Dark
639,"We store your personal information in our database using the protections described above. In addition, we utilize up-to-date firewall protection for an additional layer of security. We use high-quality antivirus and anti-malware software, and regularly update our virus definitions. Third parties who we hire to provide services and who have access to our users' data are required to implement privacy and security practices that we deem adequate.",https://www.avg.com/en-us/privacy,Dark
640,"Access to user information in our database by Internet requires using an encrypted VPN, except for email which requires user authentication. Otherwise, access is limited to our physical premises. Physical removal of Personal Data from our location is forbidden. Third-party contractors who process Personal Data on our behalf might provide reasonable physical safeguards.",https://www.avg.com/en-us/privacy,Dark
641,"We strive to collect no more Personal Data from you than is required by the purpose for which we collect it. This, in turn, helps reduce the total risk of harm should data loss or a breach in security occur: the less data we collect, the smaller the overall risk.",https://www.avg.com/en-us/privacy,Safe
642,"We have products and services designed specifically to assist you as a parent by providing child online protection features. In such cases, we will only collect and process Personal Data related to any child under 13 years of age, which we feel is necessary for us to collect and process. Details about this processing is included in our Products Policy . Please refer to the specific applicable notices for this information.",https://www.avg.com/en-us/privacy,Safe
643,"We will hold your Personal Data on our systems for the following periods: For Billing Data, for as long as we have a legal obligation or for our legitimate interests in establishing legal rights; For Account Data, for as long as you maintain your account;For Product Data, only as long as necessary for the purposes of a particular product or service. We use rolling deletion periods which means we regularly delete collected data in the given periods starting from the collection of that respective data. The rolling deletion periods for Product Data are not longer than six years. You can find specific rolling deletion periods for each of our products and their purposes in our Products Policy . Please note that when you uninstall our product, processing for service provision, in-product messaging, third-party analytics and third-party ads, if applicable, dependent on the installed product shall cease. After the uninstallation, we will continue to process your Personal Data for statistical purposes for up to six years.",https://www.avg.com/en-us/privacy,Dark
644,"The data we collect from you may be stored on in-house as well as third-party servers in the Czech Republic, in the United States, as well as anywhere we or our service providers and partners operate.",https://www.avg.com/en-us/privacy,Dark
645,"In all cases, we follow generally accepted standards and security measures to protect the personal data submitted to us, both during transmission and once we receive it.",https://www.avg.com/en-us/privacy,Safe
646,"You have the following rights regarding the processing of your Personal Data: Right to information - Right to receive information about the processing of your Personal Data, prior to processing as well as during the processing, upon request. Right of access - Aside from the information about the processing of your Personal Data, you have the right to receive a copy of your Personal Data undergoing processing. Right to rectification - We should process accurate Personal Data; if you discover inaccuracy, you have the right to seek rectification of inaccurate Personal Data.",https://www.avg.com/en-us/privacy,Safe
647,"You have the right to erasure of your Personal Data, but only in specific cases.",https://www.avg.com/en-us/privacy,Safe
648,"You have the right to receive Personal Data which you have provided and is being processed on the basis of consent or where it is necessary for the purpose of conclusion and performance of a contract, in machine-readable format. This right applies exclusively to Personal Data which processing is carried out by automated means.",https://www.avg.com/en-us/privacy,Safe
649,"You have the right to object to such processing, on grounds relating to your particular situation, and we are required to assess the processing in order to ensure compliance with all legally binding rules and applicable regulations. In case of direct marketing, we shall cease processing Personal Data for such purposes after the objection. Other than that, we might not stop the processing your Personal Data if we feel that we need to do so.",https://www.avg.com/en-us/privacy,Dark
650,"In the case of processing based on your consent, as specified in our Consent Policy , you can withdraw your consent at any time, by using the same method (if technically possible) you used to provide it to us (the exact method will be described in more detail with each consent when you provide it). The withdrawal of consent shall not affect the lawfulness of processing based on your consent before its withdrawal. Right to restriction of processing - You have the right to restriction of processing of your Personal Data if: You are contesting the accuracy of your Personal Data, for a period enabling us to verify the accuracy of your Personal Data; the processing is unlawful and you oppose the erasure of the Personal Data and request the restriction of its use instead; we no longer need the Personal Data for the purposes of the processing, but they are required by you for the establishment, exercise or defence of legal claims; or you have objected to processing of your Personal Data, and there is a pending verification whether our legitimate grounds override your interests. Right to contact supervisory authority, court - You may contact and lodge a complaint with the supervisory authority - The Office for Personal Data Protection (Czech: Úřad na ochranu osobních údajů - www.uoou.cz) or your local authority or a relevant court.",https://www.avg.com/en-us/privacy,Dark
651,"We will action your request within one month of receiving a request from you concerning any one of your rights as a Data Subject. Should we be inundated with requests or particularly complicated requests, the time limit may be extended to more than that.",https://www.avg.com/en-us/privacy,Dark
652,"Where requests we receive are manifestly unfounded or excessive, in particular because of their repetitive character, we may either: (a) charge a reasonable fee taking into account the administrative costs of providing the information or communication or taking the action requested; or (b) refuse to act on the request.",https://www.avg.com/en-us/privacy,Dark
653,"For the free versions, we do not and will not maintain, acquire or process additional information solely in order to identify the users of our free products and services. This is simply not necessary for the free versions of our products to be provided to you and function. This means, when you use a free version of our products and services, you may contact us with a request concerning your Personal Data. Please note, consistent with our privacy by design, privacy by default and minimization practices, we may not be able to identify you in connection with your Product Data about your specific free products and services. If such a situation occurs, please go to your product settings and explore your options.",https://www.avg.com/en-us/privacy,Dark
654,You can make certain choices about how your data is used by us by adjusting the privacy settings of the relevant product. Please check your product settings to set your privacy preferences there.,https://www.avg.com/en-us/privacy,Dark
655,"In order to make it easier for you to reach out to us and obtain the necessary information and action changes, corrections or deletions of your Personal Data, we have decided to provide you with a portal, which can show you the Billing Data and Account Data we have collected from you as well as your email preferences.",https://www.avg.com/en-us/privacy,Dark
656,We collect and process Personal Data on the territory of the Russian Federation in strict compliance with the applicable laws of the Russian Federation.,https://www.avg.com/en-us/privacy,Safe
657,"We collect and process Personal Data (including sharing it with third parties) only upon the consent of the respective individuals, unless otherwise is provided for by the laws of the Russian Federation. You will be asked to grant your consent by ticking the respective box / or clicking ""I accept"" button or through similar mechanism prior to having access to the site, and/or when submitting or sharing the Personal Data we may request. We collect and use your Personal Data in the context of the purposes indicated in the consent to processing of Personal Data, but it might not be limited to these purposes.",https://www.avg.com/en-us/privacy,Dark
658,"We (directly or through third-party contractors specifically authorized by us) collect, record, systematize, accumulate, store, actualize (update and amend), extract Personal Data of the Russian Federation citizens with the use of databases located on the territory of the Russian Federation, except as otherwise permitted by Russian data protection legislation. We may process Personal Data of Russian citizens using databases located outside of the Russian Federation.",https://www.avg.com/en-us/privacy,Dark
659,We undertake all the actions necessary to ensure security of your Personal Data.,https://www.avg.com/en-us/privacy,Safe
660,"You have the right to revoke the consent at any time by sending us an e-mail at contacts indicated below in the Contact Us section. Once we receive the revocation notice from you we will stop processing and destroy your Personal Data, except as necessary to provision the contract or service to you. However, please note once you have revoked your consent, we may not be able to provide to you the products and services you request, and may not be able to ensure proper work of our products.",https://www.avg.com/en-us/privacy,Dark
661,We do not transfer your Personal Data to the countries that under Russian law are not deemed to provide adequate protection to the individuals' rights in the area of data privacy.,https://www.avg.com/en-us/privacy,Safe
662,"We do not offer, sell or otherwise make available our products or services that have access to, collect and process (or allow us to do the same) Personal Data of third parties in the Russian Federation without the consent of such third parties.",https://www.avg.com/en-us/privacy,Dark
663,"We reserve the right to revise or modify this Privacy Policy. In addition, we may update this Privacy Policy to reflect changes to our data practices. If we make any material changes we might or might not notify you by email (sent to the e-mail address specified in your account) or by means of a notice on this website prior to the change becoming effective.",https://www.avg.com/en-us/privacy,Dark
664,"You provide us with personal information about yourself when you: Register or log in to your account Start, sign, or review an electronic document Create or edit your user profile Contact customer support Comment on our blogs or in community forumsYou also provide us with personal information about others when you use parts of our Services, such as when you: Start or participate in an electronic transaction, such as an envelope within DocuSign Signature Share information in a Room Add others as a member to an existing account Leave comments Refer friendsYour main choice for this type of personal information is simply not providing it, such as by not creating a profile or not leaving a comment in a blog. For other choices you may have, please see Section 5 of this Privacy Policy. Examples of the categories of personal information you provide are: Identifiers: name, email address, mailing address, phone number, or electronic signature. Commercial information: billing information, products or services purchased. Geolocation: physical location.",https://www.docusign.com/company/privacy-policy,Dark
665,"We automatically collect personal information from you and your devices when you use our Services, even when you visit our sites or apps without logging in. The categories of personal information we automatically collect includes, but is not limited to: Device, Usage Information, and Transactional Data. We collect personal information about how you use our Services and the computers or other devices, such as mobile phones or tablets, you use to access our Services. Some examples include: IP address Precise geolocation information that you allow our apps to access (usually from your mobile device) Unique device identifiers and device attributes, like operating system and browser type Usage data, such as: web log data, referring and exit pages and URLs, platform type, number of clicks, domain names, landing pages, pages and content viewed and the order of those pages, the amount of time spent on particular pages, the date and time you used our Services, the frequency of your use of our Services, error logs, and other similar informationTransactional data, such as: names and email addresses of parties to a transaction, subject line, history of actions that individuals take on a transaction(e.g. review, sign, enable features) and personal information about those individuals or their devices, such as name, email address, IP address, and authentication methodsCookies and Related Technologies. We may use cookies, which are text files containing small amounts of information that are downloaded on your device (""Cookies""), or related technologies, such as web beacons, local shared objects and tracking pixels to store or collect various information. We also allow others to use Cookies within the Services.",https://www.docusign.com/company/privacy-policy,Dark
666,"We use services like Google Analytics and Mixpanel. They use Cookies to gather various types of data inclusing, but not limited to, usage data and help us learn how people use our Services, such as the pages they visit and for how long and the website or page they were on before coming to a DocuSign website.",https://www.docusign.com/company/privacy-policy,Safe
667,"Third parties whose products or services are marketed on our Services may place or read from Cookies on your computer or other device to collect information. They do this to (i) tailor and serve advertising based on information like past visits to our Services and other sites; and (ii) report the number of ads served and the responses to those ads;Ads for our Products and Services. We may also use services, like Google, AdRoll, and Appnexus, to serve tailored ads about our products and Services to you on our Services and elsewhere. We allow these third parties to use and access their own cookies on your computer or other device(s) you use to access our Services. We do not have access to these cookies or related technologies, and this Privacy Policy does not govern the use of those cookies and related technologies.",https://www.docusign.com/company/privacy-policy,Dark
668,"We may collect personal information about you from others, such as: Third-Party Sources. Examples of third-party sources include marketers, partners, researchers, affiliates (like companies connected to DocuSign), service providers, and others where they are legally allowed to share your personal information with us. For example, if you register for our Services on another website, the website may provide your personal information to us.",https://www.docusign.com/company/privacy-policy,Dark
